350,薬,16,"日
木
冫
艾",ヤク,くすり,"M16.25,22.52c3.25,0.69,6.61,0.33,9.88,0.05c13.04-1.08,36.66-3.21,50.99-3.86c3.83-0.17,7.75-0.22,11.62,0.56
M35.25,12c1.4,1.18,1.85,1.54,2,2.26c1.4,6.78,2.6,13.77,3,16.24
M68.33,10c0.3,0.92,0.68,1.61,0.35,2.74c-1.94,6.66-2.82,9.99-4.93,16.26
M50.11,27.75c0.17,0.32,0.19,0.71,0.15,0.98c-0.2,1.39-1.69,4.42-3.27,6.64
M38.5,38.34c0.95,0.95,1.67,2.17,1.79,2.97c0.37,2.65,1.08,9.74,1.73,15.06c0.16,1.33,0.32,2.55,0.46,3.56
M40.52,39.27c3.48-0.65,13.68-2.36,19.08-3.22c2.64-0.42,5.39,0.7,5.22,3.82c-0.2,3.48-0.39,9.83-0.54,14.88c-0.04,1.48-0.09,2.84-0.12,3.99
M42.16,48.45c4.96-0.57,15.96-1.95,21.41-2.4
M43.63,58.07c6.37-0.57,12.12-1.45,19.35-1.85
M19.75,38c3.71,1.34,9.57,5.49,10.5,7.57
M16.42,62.85c1.29,0.64,3.03,0.63,3.88,0c1.96-1.47,8.45-5.67,11.81-8.35
M82.95,31.45c0.03,0.25,0.06,0.64-0.05,0.99c-0.65,2.09-4.4,6.69-9.52,9.5
M73.75,50.4c5.5,2.23,11,5.85,13.25,9.21
M16.78,74.82c3.45,0.7,6.99,0.49,10.47,0.22c15-1.17,37.13-4.04,54.5-5c3.72-0.21,6.8-0.07,10.45,0.38
M53.2,63.13c0.83,0.83,1.36,2.24,1.36,3.51c0,0.4,0,20.12-0.09,29.23c-0.02,2.21-0.05,3.81-0.09,4.38
M51.75,73.13c0,1.12-0.87,2.26-1.91,3.33C42.56,83.99,28.49,92.98,18,96.83
M56.01,74.23c4.15,2.44,20.41,12.71,28.22,17.31c2.61,1.54,5.1,2.9,8.14,3.36",lekarstwo,,false,JLPT 3
351,重,9,"｜
ノ
一
日
里","ジュウ
チョウ","え
おも.い
おも.り
おも.なう
かさ.ねる
かさ.なる
おも","M67.25,11.17c-0.38,1.08-1,2.08-2.99,2.89c-5.43,2.22-16.96,5.78-36,8.72
M12.75,33.95c4.38,0.93,7.82,0.32,11.49-0.04c13.33-1.33,41.94-3.94,58.24-4.86c3.86-0.22,7.64-0.42,11.52,0.25
M28.69,44.28c0.7,0.7,1.01,1.67,1.1,2.22c1.05,6.49,2.41,14.8,3.44,22.11c0.16,1.12,0.31,2.23,0.45,3.29
M30.46,46.36c14.66-1.86,35.83-4.17,45.76-5.07c3.65-0.33,5.01,2.6,4.83,3.78c-0.57,3.56-2.1,10.62-3.88,17.07c-0.38,1.39-0.78,2.74-1.17,4.03
M32.44,56.97c12.18-1.72,34.81-3.84,45.95-4.44
M33.61,68.24c15.14-1.99,29.42-3.64,42.64-4.39
M52.5,21.25c1.19,1.19,2,2.75,2,4.25c0,2.88-0.25,59-0.25,67.5
M31.41,80.64c1.97,0.48,4.36,0.39,6.34,0.16c10.25-1.18,24.22-2.59,33.98-3.53c2.2-0.21,4.77-0.4,6.42,0.04
M17.14,96.06c3.49,0.56,6.96,0.41,10.24,0.19c14.34-0.96,35.76-3.23,51.12-3.97c3.48-0.17,6.93-0.13,10.37,0.51","nakładać
powtarzać
kłaść (jedno na drugie)
ciężki",,false,JLPT 4
352,太,4,"大
丶","タイ
タ","ふと.い
ふと.る","M19.38,47.86c2.65,0.92,5.89,1.11,8.63,0.7c13.62-2.06,33.87-5.31,48.67-6.23c2.62-0.16,5.62,0.17,8.08,0.92
M49,18c1,1,1.49,2.41,1.49,4.57C50.49,56.75,37.75,80.5,18,92
M50.75,47.75c8.04,9.38,24.72,30.39,34.53,39.72c2.4,2.28,4.97,4.66,8.22,5.78
M44.5,81.5c3.79,2.16,9.8,8.89,10.75,12.25","gruby
duży",,false,JLPT 3
353,黒,11,"黒
里
杰",コク,"くろ
くろ.ずむ
くろ.い","M29.11,18.41c0.8,0.8,1.14,1.84,1.4,3.33c1.05,6.1,2.44,15.14,3.45,22.03c0.2,1.34,0.38,2.59,0.54,3.73
M31.26,20.14c14.95-1.85,32.51-3.41,46.55-4.69c3.6-0.33,4.93,2.06,4.76,3.76c-0.35,3.51-2.57,13.12-4.73,20.58c-0.5,1.74-0.77,2.63-1.27,4.07
M33.82,32.24c6.81-0.74,37.68-3.74,45.65-3.91
M35.47,43.91c11.53-1.16,28.06-3.11,41.12-3.86
M53.29,19.56c0.98,0.93,1.45,1.98,1.49,3.11C55.14,32.86,55.05,57.6,55,67.75
M33.88,57.14c1.48,0.28,4.2,0.38,5.68,0.28c9.66-0.67,21.01-2.54,32.19-3.22c2.46-0.15,3.95,0.13,5.19,0.27
M20.63,70.47c2.16,0.4,6.14,0.56,8.29,0.4c18.27-1.37,34.62-3,52.13-3.34c3.6-0.07,5.77,0.19,7.57,0.39
M24.75,81.88c-1.27,6.05-7.36,13.11-9,14.62
M42,79.5c1.71,2.87,4.25,10.5,3.76,15.25
M62.75,78.5c2.65,2.69,6.5,10.5,6.5,15.25
M83.71,79.08c4.27,2.63,11.03,10.8,12.1,14.88",czarny,,false,JLPT 4
354,式,6,"工
弋",シキ,,"M17.5,39.45c2.61,0.54,7.43,0.8,10.02,0.54c13.86-1.37,34.52-4.37,56.22-5.48c4.34-0.22,6.97,0.01,9.14,0.28
M22.46,60.85c1.01,0.33,2.66,0.44,3.68,0.34c8.48-0.81,14.4-2.44,21.9-3.04c1.55-0.12,2.98,0.07,4.27,0.34
M36.71,62.1c1.03,1.03,1.38,2.15,1.38,3.4c0,4.43-0.1,12.03-0.1,16.5
M17.54,88.55c0.96,0.82,3.25,0.88,4.34,0.45C33.16,84.5,39.07,82.5,56,76.25
M55.5,10.5c2,1.75,2.91,3.98,3.25,7.75c2.38,26.38,10,61.75,32,75.25c7.43,4.56,6.12,1.88,4.5-9.5
M78,11.25c3.85,2.05,9.46,6.74,11.25,10.25","ceremonia
ryt
styl
forma
metoda
formuła",,false,JLPT 3
355,公,4,"ハ
厶","コウ
ク",おおやけ,"M38,21.5c0.25,1.38-0.17,2.77-0.71,3.88C33.47,33.1,27.75,43,16,51.75
M56.25,16c4.5,0.38,22.38,23.62,30.89,30.49c3.19,2.57,4.86,2.89,7.61,4.01
M50.8,49.5c0.45,1.5,0.38,3.04-0.77,5.05c-6.41,11.2-10.79,17.7-20.09,29.36c-2.27,2.84-1.45,5.66,2.18,4.58C42.25,85.5,60,81.12,73.25,78.25
M65.88,67.5c5.43,4.46,14.02,18.32,15.38,25.25","publiczny
oficjalny",,false,JLPT 4
356,指,9,"日
匕
扎",シ,"ゆび
さ.す
-さ.し","M14.42,38.75c2.99,0.67,3.75,0.48,5.98,0.25c7.35-0.75,16.22-2.38,24.41-3.66c1.51-0.24,2.94-0.21,4.11,0
M33.52,10.83c1.2,1.2,2.01,3.42,2.01,5.77c0,14.56-0.01,69.41-0.01,74.37c0,8.41-4.22,4.16-7.71,1.25
M15.26,67.98c1.6,0.56,3.17,0.44,4.91-0.68C21.89,66.19,35.72,56.33,43,51
M85.62,15.62c-0.12,1.12-0.85,2.23-1.45,2.65c-4.67,3.23-14.54,8.1-26.1,12.39
M54.65,12.75c1.24,1.24,1.59,2.75,1.59,3.96c0,2.92-0.07,9.01-0.07,16.01c0,11.29,1.09,12.46,19.53,12.46c17.69,0,18.57-1.8,18.57-9.05
M58.08,58.23c0.66,0.66,1.23,1.84,1.23,3.01c0,0.95,0,22.61,0,31.76c0,2.14,0,3.6,0,3.94
M60.42,59.9c1.85-0.13,17.67-2.02,22.45-2.58c2.84-0.34,4.01,1.11,4.01,3.69c0,5.95,0.05,22.94,0.08,30.5c0.01,2.13,0.01,3.51,0.01,3.69
M60.78,76.22c4.47-0.47,20.68-2.22,24.84-2.38
M60.65,93.66c5.69-0.63,17.86-1.54,24.96-2.08","palec
wskazywać",,false,JLPT 3
357,疲,10,"皮
又
疔",ヒ,"つか.れる
-づか.れ
つか.らす","M57.06,14.63c1.09,1.09,1.26,2.37,1.26,3.65c0,0.79,0.08,4.65-0.07,9.46
M27.13,29.98c2.87,1.02,6.3,0.62,9.25,0.32c15.12-1.54,33.18-3.15,46.24-4.04c3.08-0.21,5.97-0.34,9,0.31
M29.75,31.38c1,1,1.24,2.12,1.24,3.37c0,30.69-2.24,45.5-17.18,58.47
M13.5,37.75c2.82,1.94,7.29,7.98,8,11
M10.42,67.32c1.2,0.55,2.07,0.48,3.41-0.31c5.92-3.51,8.3-4.89,12.92-7.51
M44.8,45c0.85,0.85,0.94,2.12,0.84,4C44.62,69.12,42,83,30.62,92.59
M46.74,47.3c13.51-2.68,25.26-4.18,33.63-4.63c8.29-0.45,3.38,4.58-0.12,8.12
M62.93,34c0.91,0.91,1.15,2,1.15,3.32c0,0.81-0.06,15.57-0.06,23.67
M50.44,64.11c1.28,0.28,2.52,0.33,5.08-0.1c2.56-0.43,18.79-4.09,20.55-4.51c2.12-0.51,3.58,1.11,2.4,3.12c-8.23,14.01-21.6,26.26-36.95,32.98
M52.08,69.99c3.68,1.03,18.08,14.07,30.59,21.39c2.85,1.67,5.9,3.42,9.11,4.3","męczyć się
nużyć się",,false,JLPT 3
358,図,7,"斗
囗","ズ
ト","え
はか.る","M19,17.88c1.25,1.25,1.82,2.7,1.82,4.56c0,15.18,0.04,41.06,0.04,67.55c0,2.12-0.06,4.2-0.1,6.25
M21.52,19.73c18.46-1.58,52.47-4.4,63.27-4.4c3.2,0,4.72,1.93,4.68,4.87c-0.22,13.81-0.33,46.02-0.1,67.53c0.03,2.46,0.06,4.83,0.11,7.06
M33,37.12c2.82,1.52,7.29,6.26,8,8.62
M47.38,30.38c2.96,1.88,7.64,7.71,8.38,10.62
M72.02,32.18c0.48,1.32,0.38,2.64-0.43,4.81C65.25,54.12,53.12,70.62,34,80.75
M40.25,54.5C48.33,57.57,63.72,67.3,70.5,76
M22.19,92.08c15.31-0.58,47.64-2.3,65.29-2.71","plan
graf
schemat",,false,"Genki kanji 2-18
JLPT 4"
359,不,4,"｜
ノ
一
丶","フ
ブ",,"M18.5,23.7c2.46,0.54,6.98,0.73,9.44,0.54c19.44-1.49,39.69-4.12,56.57-4.73c4.1-0.15,6.57,0.26,8.62,0.53
M60.25,24.88c0.13,1.08-0.07,2.6-0.76,4.09c-4.33,9.27-22.7,30.16-46.18,41.5
M52.5,35.5c0.75,0.75,1.46,1.5,1.46,3.5c0,0.86,0.02,36.38,0.03,51.75c0,2.96,0,5.18,0,6.25
M72.52,49.08c8.4,3.64,20.86,14.29,23.79,20.63","negacja
zły
brzydki",,false,JLPT 4
360,号,5,"一
口
勹",ゴウ,"さけ.ぶ
よびな","M30.75,14.66c1,0.59,1.88,1.59,2.04,2.42c1.04,5.07,2.25,11.09,3.53,17.31c0.25,1.2,0.48,2.39,0.71,3.58
M34.14,16.95c10.39-1.58,29.99-4.15,35.35-4.68c1.96-0.19,3.39,1.48,2.86,3.6c-1.18,4.73-2.6,9.38-4.47,14.89
M37.7,34.98c5.39-0.51,19.86-2.18,29.07-3.03c1.54-0.14,2.92-0.26,4.06-0.35
M12.5,47.45c2.5,0.54,6.6,0.56,9.08,0.29c19-2.04,41.7-4.56,63.04-5.4c3.71-0.14,7.32-0.03,11,0.45
M46.25,47.25c0.75,1.38,0.5,3.08-0.5,4.75c-1.5,2.5-4.38,6.62-6,9C38.61,62.66,40,65.25,42,65s23.96-5.39,26.25-6c3.75-1,5.71,0.78,5,4.5c-2,10.5-8.8,22.89-12.5,28c-5.25,7.25-11.25,1.75-14-0.5","numer
pseudonim",,false,JLPT 3
361,返,7,"込
又
厂",ヘン,"かえ.す
-かえ.す
かえ.る
-かえ.る","M47.29,21.2c2.34,0.68,5.1,0.4,7.36,0.13c7.2-0.88,15.44-3.19,22.73-3.69c2.12-0.15,4.28-0.19,6.36,0.32
M49.86,21.63c0.94,0.94,1.26,2.36,1.18,4.1c-0.92,19.77-3.92,34.02-13.2,47
M54.16,38.25c1.24,0.29,2.39,0.48,4.87,0.04c2.48-0.44,15.15-3.97,16.85-4.4c1.7-0.44,3.66,1.09,3.07,2.7C72.5,54.38,62.88,69.62,44.91,77.51
M54.14,47.38c3.21,0.65,17.21,16.04,28.92,24.68c2.48,1.83,5.25,3.99,8.32,4.7
M18.71,22.5c3.63,1.39,9.38,5.72,10.29,7.88
M14.75,51.5c2.25,1,3.75,0.5,4.75,0.25s7.75-3.25,9.25-3.75c3.7-1.23,4.4,0.75,1.61,3.96c-9.49,10.91-7.99,8.54-1.11,14.54c1.93,1.69,0.77,4.27-0.75,5.5c-3.88,3.12-10.25,8.62-12.75,10.5
M12.25,84.25c4.38-1,10.5-1.5,15-0.5s29.99,6.04,34.5,7c11.12,2.38,20.38,3.25,28.16,3.8","odpowiedź
wracać
oddawać
zwracać",,false,JLPT 3
362,組,11,"一
糸
幺
小
目",ソ,"く.む
くみ
-ぐみ","M29.36,13.5c0.53,2,0.21,3.32-0.93,5.03C24.81,24,20.5,30.75,16.47,35.03c-0.64,0.68-0.72,2.22,0.5,2.7c3.54,1.39,7.51,2.92,10.58,5.26
M41.28,23.94c0.59,2.06,0.34,3.18-1.2,5.12c-6.78,8.53-16.25,19.61-23.43,27.05c-1.74,1.8-0.65,3.01,1.57,2.47c5.67-1.39,15.12-4.02,21.23-5.49
M37.75,46.5c2.38,2.12,6.15,8.71,6.75,12
M29.85,59.01c0.9,1.24,1.16,3.24,1.16,4.7c0,13.05,0,20.59-0.22,27.55c-0.07,2.26-0.12,4.02-0.12,5
M19.63,69.88c0.19,1.31,0.29,2.26-0.19,3.46c-1.54,3.79-4.88,10.28-6.69,13.17
M39.5,67.5c2.75,3.61,4.86,11.98,5.5,15.25
M54.21,21.59c0.97,0.97,1.43,2.53,1.43,4.06c0,0.89,0.12,45.52,0.12,59.34c0,2.23,0,3.66-0.01,3.97
M56.8,23.76c6.84-0.85,22.52-3.05,23.81-3.19c3.03-0.31,4.81,1.67,4.81,3.73c0,2.82-0.2,36.53-0.27,57.44c0,1.47-0.01,2.87-0.02,4.19
M56.88,45.15c7.76-1,20.45-2.19,27.27-2.5
M57.34,65.11c7.54-0.86,18.41-1.73,26.33-2.06
M43.79,90.07c1.99,0.43,5.39,0.32,7.37,0.18c12.34-0.88,27.34-2.13,41.51-2.41c3.31-0.07,5.3,0.21,6.96,0.42","splatać
składać
konstruować
grupa
klasa",,false,JLPT 3
363,労,7,"尚
力
冖",ロウ,"ろう.する
いたわ.る
いた.ずき
ねぎら
つか.れる
ねぎら.う","M28.59,21.25c4.03,3.23,8.34,8.88,8.92,10.5
M48.5,16.12c1.88,2.31,6.4,8.37,7.15,12.12
M79.43,14c0.45,0.88,0.33,1.99-0.22,3c-1.08,2-5.33,8.5-8.54,13
M19.88,39.38c0,3.25-3.52,15.46-4.88,17.62
M20.41,42.75c21.47-2.62,45.47-4.38,66.61-5.5c9.35-0.5,6.48,5.12,0.06,10
M28.94,60.59c1.93,0.54,3.68,0.55,5.56,0.38c13.36-1.26,34.36-3.74,39.03-4.26c3.17-0.35,4.49,2.11,4.12,4.55c-1.03,6.87-9.73,27.89-14.69,32.26C59,97,56.79,92.25,55.51,91.48
M51.97,45.68c0.4,1.32,0.23,2.8-0.19,4.48C48.66,62.64,39.75,84.88,18.5,94.94","praca
kłopot
współczuć",,false,JLPT 3
364,送,9,"込
并
大
一",ソウ,おく.る,"M48.77,17.71c3.28,2.29,8.47,9.44,9.29,13.01
M78.13,14.25c0.08,0.93,0.11,1.87-0.25,2.71c-1.71,4.01-5,10.26-9.31,15.25
M48.06,36.92c1.37,0.38,3.88,0.53,5.24,0.38c7.33-0.8,18.08-2.55,26.42-3.01c2.27-0.13,3.64,0.18,4.78,0.37
M41.43,55.03c2.43,0.47,5.13,0.43,7.44,0.11C59,53.75,74.62,52,85.23,51.61c2.61-0.1,5.23-0.19,7.78,0.4
M65.53,38.23c0.45,0.63,0.93,2.18,0.86,3.4c-1.13,19.33-7.64,31.61-22.64,39.24
M66.75,60.38c7.6,4.47,16.25,14.23,20,21.38
M20.25,18.5c3.88,1.98,10.03,7.56,11,10.63
M13,50.5c1.75,0.62,4,0.5,5,0.25S26.79,47.6,28.25,47c2.75-1.12,3.66,0.14,2.25,3c-6.62,13.38-6.75,8.88,0.25,18.5c1.36,1.86,1.62,2.62-0.5,4.75C28.87,74.63,22.88,79.62,20,82
M15.75,83.5c3-0.5,9-1.75,13.5-0.75s30.02,7.4,34.5,8.5c11.75,2.88,18.5,4.25,25.5,4","wysyłać
transportować",,false,JLPT 4
365,祭,11,"示
二
小
个
癶",サイ,"まつ.る
まつ.り
まつり","M30.5,14.5c0.37,1.58-0.01,3.14-0.74,4.46c-2.04,3.7-6.64,10.42-13.01,15.54
M33.75,18.5c1.12,0.25,2.75-0.09,4.26-0.42c3.23-0.71,7.02-1.99,9.24-2.33c3.25-0.5,4.39,0.83,3.5,3.25c-4,10.88-17,28.25-34.5,37.25
M29.25,27.12c1.18,0.47,5.89,3.3,8.25,6.12
M20.62,35.5c1.78,1.03,7.14,5.42,8.62,7.75
M58.75,19.25c2,0.75,3.44,0.74,5,0.5c3.25-0.5,8.75-1.62,13.5-3c3.66-1.06,4.93,0.96,3.5,3.75C78.5,24.88,72.5,33,66.5,37.5
M54.75,28.75c5,0,25.95,16.58,28.25,18c3.25,2,7.75,4.5,11,5.25
M38.35,52.08c1.13,0.3,3.21,0.38,4.34,0.3c7.06-0.51,16.31-1.88,22.39-2.06c1.89-0.06,3.02,0.14,3.97,0.29
M22.46,66.99c2.16,0.43,6.14,0.87,8.3,0.68c16.24-1.42,31.86-2.54,47.63-2.88c3.6-0.08,5.38,0.21,7.57,0.67
M53.08,68.74c1.15,1.15,1.58,2.76,1.58,4.73c0,4.03,0.03,12.88,0.03,17.13c0,9.4-6.29,1.2-7.47,0.21
M35.7,76.51c0.15,0.98-0.02,1.88-0.52,2.71c-2.67,4.03-9.92,10.28-18.1,14.72
M69.88,75.96c5.22,2.58,12.87,9.66,15.05,14.34","czcić
oddawać hołd
sprawować obrzędy
uroczystość
święto",,false,JLPT 2
366,恥,10,"耳
心",チ,"は.じる
はじ
は.じらう
は.ずかしい","M9.69,24.26c2.2,0.9,4.83,0.28,7.08,0.01C24.63,23.32,33.28,22.1,44,20.9c2.44-0.27,4.6-0.59,7,0
M19.68,27.47c0.93,0.93,1.28,2.19,1.28,3.5c0,1.3-0.08,36.85-0.08,41.54
M22.05,39.74c4.2-0.61,14.07-2.11,18.33-2.41
M21.99,54.96c7.51-1.25,9.01-1.77,18.17-2.65
M11,76.57c0.88,1.06,2.38,1.06,4.12,0.25c3.34-1.55,17.01-8.44,23.76-11.72
M40,24.8c1,1.17,1.1,2.63,1.1,3.93c0,0.87-0.06,40.57-0.08,57.64c-0.01,4.38-0.01,7.27-0.01,7.62
M50.86,53.25c0.14,5.12-1.33,17.78-2.4,23.25
M56.81,46.25C62.75,69.12,73,81.5,88.61,82.7c10.93,0.84,10.39-2.45,3.07-8.37
M68.72,45.5c2.4,4.88,6.15,9.66,7.08,4.9
M87.25,43.75c2.93,2.3,5.5,5.62,7.5,11.5","wstyd
nieśmiałość
hańba",,false,JLPT 3
367,務,11,"矛
力
夂",ム,つと.める,"M17.14,19.11c1.48,0.26,3.44,0.18,4.52,0.07c2.96-0.31,18.45-3.67,20.67-4.16c2.22-0.48,3.18,1.75,1.9,3.37C41.5,21.88,36.5,29,33.38,32.85
M23.8,27.98c2.83,1.18,10.17,5.7,11.51,8.78
M12.23,42.58c1.65,0.42,2.9,0.54,4.82,0.32C23.27,42.15,36.09,39.31,42,38c11.25-2.5,2.88,6-0.5,10.25
M32.09,42.84C34,53.5,35.12,71.25,33.58,88.73c-1.26,14.21-7.83,2.02-8.7,0.14
M31.23,42.18c0,0.95-0.17,2.19-0.62,3.39C27,55.25,22.25,67,10.5,79.91
M62.9,11.33c0.05,0.94,0.06,2.1-0.23,2.97c-1.6,4.93-4.53,13.59-9.67,20.04
M62,25.05c1,0.08,1.87,0.08,2.35,0c5.4-0.92,14.35-3.59,19.82-4.9c1.05-0.25,2.62-0.46,3.67-0.18
M76.96,27.26c0.17,0.86,0.06,1.91-0.53,3.33C71.75,42,62.12,53.62,48.65,59.06
M58.33,36.19c5.01,0.94,19.02,11.35,28.45,17.49c1.85,1.2,3.85,2.33,5.9,3.38
M49.3,70.15c1.5,0.64,3.95,0.55,5.55,0.32c9.53-1.35,24.71-3.96,28.23-4.35c2.54-0.28,3.42,1.29,3.11,3.25C85.25,75.25,82.25,88,76.1,94.23c-4.03,4.09-5.76,0.19-6.79-0.42
M68.85,55.98c0.28,0.9,0.17,2.62-0.14,4.06c-2.32,10.72-9.33,29.58-24.73,38.14","pracować
służyć",,false,JLPT 3
368,義,13,"一
王
并
羊
亅
戈
手",ギ,,"M34.53,11.15c3.36,1.79,8.68,7.35,9.52,10.13
M66.87,9.64c0.12,0.61,0.02,1.43-0.25,1.96c-1.75,3.4-4.38,6.51-8.92,10.68
M31,26.78c2,0.47,4.55,0.36,6.51,0.17c8.24-0.79,26.18-2.79,34.75-3.39c1.96-0.14,4.78-0.35,6.71,0.07
M53.1,27.44c0.79,0.79,1.11,1.93,1.11,3.31c0,3.37-0.18,9.12-0.18,14.49
M34.86,37.2c2.01,0.42,4.43,0.06,6.4-0.16c7.81-0.87,20.85-2.51,27.87-2.95c1.84-0.12,3.76-0.27,5.58,0.12
M24.75,47.52c2.44,0.77,5.61,0.4,8.12,0.15c9.29-0.91,31.49-2.93,44.01-3.79c2.98-0.2,6.17-0.32,9.11,0.24
M43.76,50.91c-0.01,0.96-0.66,1.78-1.44,2.29c-3.69,2.42-8.81,4.42-17.76,7.66
M17,68.51c4.25,0.74,7.82,0.35,11.52-0.15c13.73-1.86,37.73-4.61,54.74-5.77c3.52-0.24,7-0.19,10.5,0.44
M39.77,58.78c0.79,0.79,1.26,2.09,1.26,3.17c0,9.02-0.01,30.62-0.01,33.68c0,7.86-5.21-0.07-6.71-0.84
M17.02,85.17c0.98,0.69,2.06,0.85,3.77,0.23c1.48-0.54,21.29-8.68,27.59-11.27
M59,49.25c1.35,1.1,2.38,2.66,2.69,5.02c2.56,19.48,11.56,35.48,25.68,44.49c4.99,3.18,4.55,0.47,3.87-4.4
M80.72,68.71c-0.09,1.04-0.3,1.99-0.87,2.86C76.29,77,65.5,86.71,48.81,94.2
M70.25,49.75c3.34,1.5,8.69,4.94,10.25,7.52","sprawiedliwość
honor
znaczenie
sztuczny",,false,JLPT 1
369,官,8,"口
宀",カン,,"M52.79,11.75c0.98,0.98,1.45,2.25,1.45,3.39c0,3.36-0.08,6.74-0.08,9.8
M26.98,27.5c0,3.3-2.94,13.55-4.28,15.75
M27.74,29.38C46.25,26.88,71,24.25,80.9,23.97c11.6-0.32,1.35,7.03-1.35,8.9
M36.87,39.75c0.88,0.88,1.46,2.48,1.46,3.5c0,3.43,0.02,35.84,0.03,50.5c0,2.44,0,4.43,0,5.75
M39.25,41.75c8.04-1.34,21.67-2.88,28.01-3.56c2.93-0.31,5.09-0.02,4.21,3.46c-0.99,3.89-2.14,7.28-3.55,12.89
M39.75,58.5c4.97-0.5,18.24-2.26,26.38-3.07c1.36-0.14,2.57-0.25,3.58-0.32
M39,75.75c8.69-1.34,24.54-3.43,31.38-4.26c3.19-0.39,4.88,0.76,4.37,3.66c-0.81,4.7-2.16,10.16-3.59,16.37
M39.5,95.5c5.08-0.55,19.17-2.05,29.38-2.83c1.45-0.11,2.83-0.21,4.09-0.29","rząd
władza",,false,JLPT 3
370,引,4,"｜
弓",イン,"ひ.く
ひ.き
ひ.き-
-び.き
ひ.ける","M20.5,17.25c1.5,0.88,3.73,0.9,5,0.75c5.12-0.62,15.62-2.5,21-3.75c2.54-0.59,4.53,0.85,3.75,3.75c-0.88,3.25-2.88,10.25-4,14
M24,35c1,0.5,2.45,0.51,3.62,0.44c4.88-0.31,12.62-1.69,15.62-2.19c1.74-0.29,3.62-0.5,5.25-0.25
M24.75,35.5c0.88,1.25,0.62,2.25-0.25,4c-0.65,1.3-5.07,10.06-5.5,11c-1.25,2.75,0,3.5,3,3c2.03-0.34,19.5-3.25,23.5-4c3.55-0.67,6.23,1.45,5.52,5c-1.97,9.78-9.4,29.42-13.02,36c-2.75,5-7.5,3.25-11-1
M82,11.75c1.31,1.31,1.75,3,1.75,4.75c0,0.89,0.09,58.38,0.09,75.5c0,3.17-0.06,5.38-0.09,6.25",ciągnąć,,false,JLPT 3
371,司,5,"一
口
亅",シ,つかさど.る,"M24.5,18.5c2.81,0.47,5.53,0.55,8.36,0.24C49.81,16.86,75.38,14.34,79.5,14c4.5-0.38,5.75,1.25,5.75,5c0,2.5,0.25,63.5,0.25,69.25c0,13.62-6.38,6.25-10.5,2.5
M26,39.96c1.91,0.65,4.07,0.28,6.02,0.08c6.49-0.67,18.39-2.28,24.98-2.77c1.87-0.14,3.65-0.2,5.5,0.17
M25.75,56.66c0.82,0.67,1.53,2.03,1.63,3.09c0.87,3.36,1.47,9.16,2.07,14.14c0.15,1.27,0.31,2.49,0.47,3.6
M28.59,58.35c9.64-1.76,21.62-3.46,27.44-4.15c2.95-0.35,4.88,0.76,4.07,3.96c-0.97,3.86-2.15,6.8-4.14,13.36
M30.79,75.19c4.79-0.48,15.41-1.58,23.97-2.47c1.37-0.14,2.69-0.28,3.92-0.41","prowadzić
administrować",,false,JLPT 1
372,類,18,"貝
目
ハ
大
米
頁",ルイ,たぐ.い,"M16.57,20.34c2.78,1.79,6.99,6.86,7.68,9.64
M48.01,17.89c0.06,0.77-0.03,1.52-0.4,2.2c-1.48,2.66-3.36,5.41-6.79,8.98
M13.6,37.87c1.27,0.38,3.02,0.6,5.14,0.24c8.88-1.49,21.01-3.24,28.81-3.99c2.14-0.21,3.45-0.17,4.81,0
M32.27,12.96c0.82,0.82,1.34,2.04,1.34,3.73c0,2.5,0.05,25.19,0.07,35.93c0,2.42,0.01,3.76,0.01,4.66
M32.27,36.86c0,1.14-0.44,2.07-1.01,3.02c-4.2,7.06-11.86,15.59-19.02,19.36
M36.62,41.42c5.5,2.71,11,6.33,14.65,10.27
M13.46,72.44c1.98,0.48,3.9,0.34,5.89,0.08c8.91-1.15,17.8-2.25,25.53-3.02c2.36-0.23,4.62-0.38,6.85-0.12
M32.56,61.75c0.35,0.51,0.59,1.35,0.52,2.46c-0.96,15.67-8.96,28.17-21.33,34.57
M34.38,78.12c4.99,2.75,10.95,8.25,13.52,11.62
M55.5,17.38c2.39,0.54,4.35,0.53,6.77,0.28c9.39-0.95,18.64-1.76,27.23-2.4c2.2-0.17,4.6-0.6,6.75,0.08
M72.94,20.14c0.06,0.74,0.11,1.29-0.02,1.7c-1.17,3.67-3.11,7.31-5.28,10.7
M60.49,32.86c0.88,0.89,1.18,2.21,1.18,3.71c0,3.67,0.14,29.65,0.17,39.8c0,1.39,0.01,2.48,0.01,3.18
M62.73,34.36c2.72-0.19,23.16-2.65,25.63-2.88c2.07-0.19,3.77,1.15,3.77,3.47c0,2.34-0.05,23.15-0.05,39.3c0,1.42,0,2.81,0,4.15
M62.93,48.16c8.32-0.66,22.25-1.92,28.07-2.33
M63.15,62.46c9.6-0.71,17.85-1.21,27.83-1.78
M63.11,78.09c8.89-0.84,19.91-1.5,27.83-2.06
M68.72,81.96c0.28,1.1-0.24,2.17-0.99,3.15c-2.26,2.94-8.98,9.67-13.51,13.15
M84.96,83.83c5.22,4.08,11.39,11.48,12.81,15.05","rodzaj
typ",,false,JLPT 3
